laptop_timestamp,timestamp_ms,temp_c,humidity_pct,mq2_adc,flame_state,dht_ok,label,experiment,phase
2026-09-11T19:03:22.796,196299,28.20,69.10,177,0,1,normal,flame_test_2,baseline
2026-09-11T19:03:25.281,198807,28.30,69.20,177,0,1,normal,flame_test_2,baseline
2026-09-11T19:03:27.765,201316,28.20,69.20,175,0,1,normal,flame_test_2,baseline
2026-09-11T19:03:30.249,203825,28.20,69.30,175,0,1,normal,flame_test_2,baseline
2026-09-11T19:03:32.733,206334,28.20,69.10,175,0,1,normal,flame_test_2,baseline
2026-09-11T19:03:35.218,208842,28.20,69.00,168,0,1,normal,flame_test_2,baseline
2026-09-11T19:03:37.702,211351,28.20,69.10,171,0,1,normal,flame_test_2,baseline
2026-09-11T19:03:40.187,213860,28.20,69.10,218,0,1,normal,flame_test_2,baseline
2026-09-11T19:03:42.670,216369,28.20,69.20,204,0,1,normal,flame_test_2,baseline
2026-09-11T19:03:45.155,218878,28.20,69.50,202,0,1,normal,flame_test_2,baseline
2026-09-11T19:03:47.640,221386,28.20,69.60,194,0,1,normal,flame_test_2,baseline
2026-09-11T19:03:50.124,223895,28.20,70.00,185,0,1,normal,flame_test_2,baseline
2026-09-11T19:03:52.608,226404,28.30,69.60,185,0,1,normal,flame_test_2,event
2026-09-11T19:03:55.093,228913,28.20,69.30,174,0,1,critical,flame_test_2,event
2026-09-11T19:03:57.577,231422,28.20,69.40,174,0,1,critical,flame_test_2,event
2026-09-11T19:04:00.061,233931,28.30,69.50,195,0,1,critical,flame_test_2,event
2026-09-11T19:04:02.546,236439,28.20,69.30,136,0,1,critical,flame_test_2,event
2026-09-11T19:04:05.030,238948,28.20,69.80,172,0,1,critical,flame_test_2,event
2026-09-11T19:04:07.514,241457,28.30,69.70,186,0,1,critical,flame_test_2,event
2026-09-11T19:04:09.998,243966,28.20,69.70,181,0,1,critical,flame_test_2,event
2026-09-11T19:04:12.483,246475,28.20,69.50,180,0,1,critical,flame_test_2,event
2026-09-11T19:04:14.967,248984,28.20,69.30,183,0,1,critical,flame_test_2,event
2026-09-11T19:04:17.451,251492,28.20,69.20,155,0,1,critical,flame_test_2,event
2026-09-11T19:04:19.936,254001,28.20,69.10,158,1,1,critical,flame_test_2,event
2026-09-11T19:04:22.420,256510,28.40,69.40,151,0,1,critical,flame_test_2,event
2026-09-11T19:04:24.904,259019,28.40,69.60,153,0,1,critical,flame_test_2,event
2026-09-11T19:04:27.389,261528,28.40,69.00,147,0,1,critical,flame_test_2,event
2026-09-11T19:04:29.873,264037,28.30,68.70,149,0,1,critical,flame_test_2,event
2026-09-11T19:04:32.357,266546,28.30,68.70,153,0,1,critical,flame_test_2,event
2026-09-11T19:04:34.842,269054,28.30,68.80,155,0,1,critical,flame_test_2,event
