laptop_timestamp,timestamp_ms,temp_c,humidity_pct,mq2_adc,flame_state,dht_ok,label,experiment,phase
2026-09-11T19:01:23.563,75876,28.00,69.50,156,0,1,normal,flame_test_2,baseline
2026-09-11T19:01:26.061,78385,28.00,69.60,155,0,1,normal,flame_test_2,baseline
2026-09-11T19:01:28.545,80894,28.00,69.50,156,0,1,normal,flame_test_2,baseline
2026-09-11T19:01:31.030,83402,28.00,69.70,153,0,1,normal,flame_test_2,baseline
2026-09-11T19:01:33.514,85911,28.00,69.60,154,0,1,normal,flame_test_2,baseline
2026-09-11T19:01:35.998,88420,28.10,69.60,130,0,1,normal,flame_test_2,baseline
2026-09-11T19:01:38.467,90928,28.00,69.40,108,0,1,normal,flame_test_2,baseline
2026-09-11T19:01:40.951,93437,28.10,69.70,107,0,1,normal,flame_test_2,baseline
2026-09-11T19:01:43.436,95946,28.00,69.90,105,0,1,normal,flame_test_2,baseline
2026-09-11T19:01:45.920,98455,28.10,69.90,105,0,1,normal,flame_test_2,baseline
2026-09-11T19:01:48.405,100963,28.20,69.70,110,0,1,normal,flame_test_2,baseline
2026-09-11T19:01:50.882,103472,28.10,69.50,101,0,1,normal,flame_test_2,baseline
2026-09-11T19:01:53.373,105981,28.10,69.60,159,0,1,normal,flame_test_2,baseline
2026-09-11T19:01:55.857,108490,28.10,69.50,160,0,1,normal,flame_test_2,baseline
2026-09-11T19:01:58.341,110999,28.10,69.40,158,0,1,normal,flame_test_2,baseline
2026-09-11T19:02:00.826,113508,28.20,69.30,155,0,1,normal,flame_test_2,baseline
2026-09-11T19:02:03.311,116016,28.10,69.30,103,0,1,normal,flame_test_2,baseline
2026-09-11T19:02:05.795,118525,28.10,69.30,197,0,1,normal,flame_test_2,baseline
2026-09-11T19:02:08.279,121034,28.20,69.20,198,0,1,normal,flame_test_2,baseline
2026-09-11T19:02:10.763,123543,28.20,69.30,201,0,1,normal,flame_test_2,baseline
2026-09-11T19:02:13.247,126052,28.10,69.10,196,0,1,normal,flame_test_2,baseline
2026-09-11T19:02:15.732,128560,28.10,69.10,194,0,1,normal,flame_test_2,baseline
2026-09-11T19:02:18.217,131069,28.10,69.20,192,0,1,normal,flame_test_2,baseline
2026-09-11T19:02:20.701,133578,28.20,69.10,195,0,1,normal,flame_test_2,baseline
2026-09-11T19:02:23.185,136087,28.20,69.30,194,0,1,normal,flame_test_2,baseline
2026-09-11T19:02:25.670,138596,28.20,69.50,192,0,1,normal,flame_test_2,baseline
2026-09-11T19:02:28.154,141104,28.20,70.00,191,0,1,normal,flame_test_2,baseline
2026-09-11T19:02:30.639,143613,28.20,69.80,190,0,1,critical,flame_test_2,event
2026-09-11T19:02:33.122,146122,28.20,69.60,190,0,1,critical,flame_test_2,event
2026-09-11T19:02:35.606,148631,28.10,69.40,193,0,1,critical,flame_test_2,event
2026-09-11T19:02:38.091,151140,28.20,70.30,193,0,1,critical,flame_test_2,event
2026-09-11T19:02:40.576,153649,28.20,69.90,191,0,1,critical,flame_test_2,event
2026-09-11T19:02:43.060,156158,28.10,69.70,191,0,1,critical,flame_test_2,event
2026-09-11T19:02:45.544,158666,28.20,69.40,191,0,1,critical,flame_test_2,event
2026-09-11T19:02:48.028,161175,28.10,69.30,191,0,1,critical,flame_test_2,event
2026-09-11T19:02:50.513,163684,28.20,69.30,184,0,1,critical,flame_test_2,event
2026-09-11T19:02:52.997,166193,28.20,69.50,186,0,1,critical,flame_test_2,event
2026-09-11T19:02:55.482,168702,28.20,69.40,182,0,1,critical,flame_test_2,event
2026-09-11T19:02:57.966,171210,28.20,69.40,187,0,1,critical,flame_test_2,event
2026-09-11T19:03:00.451,173719,28.10,69.40,185,0,1,critical,flame_test_2,event
2026-09-11T19:03:02.934,176228,28.20,69.60,182,0,1,critical,flame_test_2,event
2026-09-11T19:03:05.418,178737,28.20,69.30,183,0,1,critical,flame_test_2,event
2026-09-11T19:03:07.903,181246,28.20,69.40,181,0,1,critical,flame_test_2,event
2026-09-11T19:03:10.387,183754,28.20,69.20,180,0,1,critical,flame_test_2,event
2026-09-11T19:03:12.872,186263,28.20,69.30,180,0,1,critical,flame_test_2,event
2026-09-11T19:03:15.357,188772,28.30,69.10,180,0,1,critical,flame_test_2,event
